name,phone,website,email,address,city,state,zip,source_state
Jenny Jones,(408) 885-0805,https://www.tbh.com/,,1401 Parkmoor Ave,San Jose,CA,95126,ALL_STATES
Jessica Gallagher,(925) 462-2281,https://www.tbh.com/,,Dublin,Dublin,CA,94568,ALL_STATES
Jose Rios,(747) 221-9794,https://www.laraizbehavioral.com/,jrios@laraizbsol.com,Burbank,North Hollywood,CA,,ALL_STATES
Julie Sanborn,(707) 826-0872,https://www.tbh.com/,,Humboldt,Arcata,CA,95521,ALL_STATES
Kara Schenk,(408) 885-0805,https://www.tbh.com/,,1401 Parkmoor Ave,San Jose,CA,95126,ALL_STATES
Kate Goldsmith,(650) 627-8045,https://www.tbh.com/,,San Francisco Peninsula,San Bruno,CA,94066,ALL_STATES
Kimberly Kowalski,(707) 826-0872,https://www.tbh.com/,,Humboldt,Arcata,CA,95521,ALL_STATES
Kristen Kelley,(707) 826-0872,https://www.tbh.com/,,Humboldt,Arcata,CA,95521,ALL_STATES
Kyo,(877) 264-6747,https://kyocare.com/our-services/sign-up/,info@kyocare.com,"""2944 Townsgate Rd	Suite 199	Westlake Village	CA	91362""",Thousand Oaks,CA,91362,ALL_STATES
Kyo,(877) 264-6747,https://kyocare.com/our-services/sign-up/,info@kyocare.com,"""4100 W. Alameda Avenue	Suite 300	Burbank	CA	91505""",Burbank,CA,91505,ALL_STATES
Kyo,(877) 264-6747,https://kyocare.com/our-services/sign-up/,info@kyocare.com,"""1800 Sutter street	Suite 300	Concord	CA	94520""",Concord,CA,94520,ALL_STATES
Kyo,(877) 264-6747,https://kyocare.com/our-services/sign-up/,info@kyocare.com,"""1290 B street 	#120	Hayward	CA	94541""",Hayward,CA,94541,ALL_STATES
Kyo,(877) 264-6747,https://kyocare.com/our-services/sign-up/,info@kyocare.com,"""23046 Avenida de la Carlota	Suite 600	Laguna Hills	CA	92653""",Laguna Hills,CA,92653,ALL_STATES
Kyo,(877) 264-6747,https://kyocare.com/our-services/sign-up/,info@kyocare.com,"""121 Paul Dr	Suite B	San Rafael	CA	94903""",San Rafael,CA,94903,ALL_STATES
Kyo,(877) 264-6747,/,info@kyocare.com,"""11801 Pierce Street	Suite 200	Riverside	CA	92505""",Riverside,CA,92505,ALL_STATES
Kyo,(877) 264-6747,https://kyocare.com/our-services/sign-up/,info@kyocare.com,"""915 Highland Pointe Drive	Suite 250	Roseville	CA	95678""",Roseville,CA,95678,ALL_STATES
Kyo,(877) 264-6747,https://kyocare.com/our-services/sign-up/,info@kyocare.com,"""495 Seaport Court	Suite 102	Redwood City	CA	94063""",Redwood City,CA,94063,ALL_STATES
Kyo,(877) 264-6747,https://kyocare.com/our-services/sign-up/,info@kyocare.com,"""2204 S El Camino Real	Suite 220	Oceanside	CA	92056""",Oceanside,CA,92056,ALL_STATES
Kyo,(877) 264-6747,https://kyocare.com/our-services/sign-up/,info@kyocare.com,"""2525 Camino Del Rio South	Suite 335	San Diego	CA	92108""",San Diego,CA,92108,ALL_STATES
Kyo,(877) 264-6747,https://kyocare.com/our-services/sign-up/,info@kyocare.com,"""1663 Mission St.	Suite 400	San Francisco	CA	94103""",San Francisco,CA,94103,ALL_STATES
Kyo,(877) 264-6747,https://kyocare.com/our-services/sign-up/,info@kyocare.com,"""1451 River Park Drive	Suite 285	Sacramento	CA	95815""",Sacramento,CA,95815,ALL_STATES
Kyo,(877) 264-6747,https://kyocare.com/our-services/sign-up/,info@kyocare.com,"""2455 Bennett Valley Rd	Suite B302	Santa Rosa	CA	95404""",Santa Rosa,CA,95404,ALL_STATES
Kyo,(877) 264-6747,https://kyocare.com/our-services/sign-up/,info@kyocare.com,"""3415 S Sepulveda Blvd.	Suite 1100	Los Angeles	CA	90034""",Los Angeles,CA,90034,ALL_STATES
Laura Leon,(408) 885-0805,https://www.tbh.com/,,1401 Parkmoor Ave,San Jose,CA,95126,ALL_STATES
Lauren Cook,(707) 826-0872,https://www.tbh.com/,,Humboldt,Arcata,CA,95521,ALL_STATES
Lauren Payne,(925) 462-2281,https://www.tbh.com/,,4849 Lone Tree Way,Antioch,CA,94531,ALL_STATES
Lauren Schaefer,(858) 695-9444,https://www.fitsot.com/,Admin@FitsTherapy.com,9565 Waples St Suite 100,San Diego,CA,92121,ALL_STATES
LeafWing Center,(760) 862-3700,https://leafwingcenter.org/,info@leafwingcenter.org,36891 Cook St. Ste. 6 Palm Desert,San Bernardino,CA,92211,ALL_STATES
LeafWing Center,(714) 386-1200,https://leafwingcenter.org/,info@leafwingcenter.org,2127 W. Orangewood Ave.,Orange,CA,92868,ALL_STATES
LeafWing Center,(818) 960-6030,https://leafwingcenter.org/,info@leafwingcenter.org,13440 Ventura Blvd Ste 200 Sherman Oaks,Sherman Oaks,CA,91423,ALL_STATES
LeafWing Center,(925) 849-0077,https://leafwingcenter.org/,info@leafwingcenter.org,1485 Civic Court,Concord,CA,94520,ALL_STATES
LeafWing Center,(855) 742-8847,https://leafwingcenter.org/,info@leafwingcenter.org,23862 Hawthorne Blvd,Torrance,CA,90505,ALL_STATES
Learning Beyond the Spectrum,(805) 451-2257,,,7127 Hollister Ave,,CA,,ALL_STATES
Marcus Hines,(925) 462-2281,https://www.tbh.com/,,4849 Lone Tree Way,Antioch,CA,94531,ALL_STATES
Mary Bonow,(707) 826-0872,https://www.tbh.com/,,Humboldt,Arcata,CA,95521,ALL_STATES
Mary Howell,(408) 885-0805,https://www.tbh.com/,,1401 Parkmoor Ave,San Jose,CA,95126,ALL_STATES
May Institute,(781) 437-1211,,,1026 Capitola Road,,CA,,ALL_STATES
"McGrew Behavioral Health Services, Inc.",(707) 561-0134,,,120 Theresa Avenue,,CA,,ALL_STATES
MeBe,(619) 606-5858,,,13980 Blossom Hill Rd.,,CA,,ALL_STATES
MeBe,(619) 606-5858,,,2423 Hoover Avenue,,CA,,ALL_STATES
MeBe,(619) 606-5858,,,2888 Loker Ave. East,,CA,,ALL_STATES
MeBe,(619) 606-5858,,,3878 Ruffin Rd,,CA,,ALL_STATES
MeBe,(619) 606-5858,,,15300 Ventura Blvd,,CA,,ALL_STATES
Melanie Kilcorse,(925) 462-2281,https://www.tbh.com/,,4849 Lone Tree Way,Antioch,CA,94531,ALL_STATES
Merari Rosibel,(925) 462-2281,https://www.tbh.com/,,4849 Lone Tree Way,Antioch,CA,94531,ALL_STATES
Moving Mountains LLC,(916) 234-3574,,,5050 Laguna Blvd,,CA,,ALL_STATES
"myHHBS, Inc.",(888) 969-4427,https://www.myhhbs.com/,mari@myhhbs.com,237 N Central Ave STE A,Glendale,CA,91203,ALL_STATES
New Behavior Transitions,(909) 918-7223,,,1918 Business Center Drive,,CA,,ALL_STATES
Nora Pallotta,(925) 462-2281,https://www.tbh.com/,,4849 Lone Tree Way,Antioch,CA,94531,ALL_STATES
Optimum Behavioral Health,(619) 297-4300,,,3702 Ruffin Rd,,CA,,ALL_STATES
Opya Inc.,(831) 331-8529,,,1710 S. Amphlett Blvd.,,CA,,ALL_STATES
Opya Inc.,(831) 331-8529,,,400 Concar Dr,,CA,,ALL_STATES
Opya Inc.,(831) 331-8529,,,39899 Balentine Dr,,CA,,ALL_STATES
Opya Inc.,(831) 331-8529,,,2096 Walsh Ave,,CA,,ALL_STATES
Opya Inc.,(831) 331-8529,,,400 Capitol Mall,,CA,,ALL_STATES
Opya Inc.,(831) 331-8529,,,4041 Macarthur Blvd,,CA,,ALL_STATES
Patricia Quan,(925) 462-2281,https://www.tbh.com/,,Dublin,Dublin,CA,94568,ALL_STATES
Pediatric Minds Medical Clinic,(310) 540-1630,https://pediatricminds.com/,info@pediatricminds.com,3524 Torrance Blvd Ste 104,Torrance,CA,90503,ALL_STATES
Pyles & Associates,8339687762703,,,1555 N. Verdugo Road Suite 201,,CA,,ALL_STATES
Pyles & Associates,8339687762703,,,741 Glenvia St.,,CA,,ALL_STATES
Pyles & Associates,8339687762703,,,292 Posada Ln.,,CA,,ALL_STATES
Rebeca Nesicolaci,(925) 462-2281,https://www.tbh.com/,,Dublin,Dublin,CA,94568,ALL_STATES
Samantha Roan,(408) 885-0805,https://www.tbh.com/,,1401 Parkmoor Ave,San Jose,CA,95126,ALL_STATES
Scott Thelen,(925) 462-2281,https://www.tbh.com/,,4849 Lone Tree Way,Antioch,CA,94531,ALL_STATES
Shaji Haq,(949) 756-8799,https://www.tbh.com/,,Orange County,Newport Beach,CA,92660,ALL_STATES
Shine Learning Alliance,(949) 682-9557,https://www.shinelearningalliance.com/,info@shinelearningalliance.com,15 Calle Alumbrado,San Clemente,CA,,ALL_STATES
"Smile Pediatric Therapy & Diagnostics, Inc",(323) 644-9380,,,3031 Beverly Blvd,,CA,,ALL_STATES
Spectrum Care,(740) 981-3176,,,,,CA,,ALL_STATES
Star of CA,(844) 876-5177,http://www.starofca.com/,admin@starofca.com,1700 Winchester Blvd.,Ventura,CA,95008,ALL_STATES
Star of CA,(805) 379-1401,http://www.starofca.com/,admin@starofca.com,299 W Hillcrest Dr,Thousand Oaks,CA,91360,ALL_STATES
Star of CA,(805) 683-8060,http://www.starofca.com/,admin@starofca.com,4213 State St. Suite 302,Santa Barbara,CA,93110,ALL_STATES
Star of CA,(805) 466-7827,http://www.starofca.com/,admin@starofca.com,4251 S. Higuera,San Luis Obispo,CA,93401,ALL_STATES
Star of CA,(805) 466-7827,http://www.starofca.com/,admin@starofca.com,8834 Morro Road,Atascadero,CA,93422,ALL_STATES
Star of CA,(844) 316-6849,http://www.starofca.com/,admin@starofca.com,6101 W. Centinela Suite 380,Culver City,CA,90230,ALL_STATES
Star of CA,(844) 829-3888,http://www.starofca.com/,admin@starofca.com,15260 Ventura Blvd.,Sherman Oaks,CA,91403,ALL_STATES
Star of CA,(844) 887-2231,http://www.starofca.com/,admin@starofca.com,1100 Town & Country Road,Orange,CA,92868,ALL_STATES
Stephanie Vanlathanith,(707) 826-0872,https://www.tbh.com/,,Humboldt,Arcata,CA,95521,ALL_STATES
Tacorra McCullough,(925) 462-2281,https://www.tbh.com/,,Dublin,Dublin,CA,94568,ALL_STATES
"Teach, Acquire, Thrive",(209) 923-3323,,,612 Harvard Avenue,,CA,,ALL_STATES
"Teach, Acquire, Thrive",(209) 923-3323,,,354 Cernon St,,CA,,ALL_STATES
Therapeutic Learning Consultants,(650) 938-3600,https://tlcabaservices.com/,info@tlcpractices.com,36 Oak Lane,Mountain View,CA,94040,ALL_STATES
Total Education Solutions,(330) 668-4041,,,625 Fair Oaks Ave.,,CA,,ALL_STATES
TOTAL Programs,(626) 355-5160,,,370 West Sierra Madre Blvd Suite #B,,CA,,ALL_STATES
TOTAL Programs,(626) 355-5160,,,1043 Ave. M-4,,CA,,ALL_STATES
Trumpet Behavioral Health,(562) 512-0403,https://tbh.com/,,5834 Adenmoor Ave,Lakewood,CA,90713,ALL_STATES
United Behavior Consultants,(714) 310-4377,,,826 Joann St,,CA,,ALL_STATES
VICTORY CARE,(424) 260-1985,https://victorycare.com/,Info@victorycare.com,9744 Wilshire Blvd,Beverly Hills,CA,90212,ALL_STATES
Victory Care - ABA Therapy,(833) 669-4222,https://victorycare.com/,info@victorycare.com,9744 Wilshire Blvd UNIT 309,Beverly Hills,CA,90212,ALL_STATES
Wai-Ling Wu,(408) 885-0805,https://www.tbh.com/,,1401 Parkmoor Ave,San Jose,CA,95126,ALL_STATES
Xcite Steps an Invo Company,(858) 217-4772,https://www.invocompanies.com/,intake@invohealthcare.com,9245 Activity Rd. Suite 106 San Diego,San Diego,CA,,ALL_STATES
ABA Services of Colorado,(720) 670-9046,https://abacolorado.com/,,9137 E Mineral Cir STE 360,Centennial,CO,80112,ALL_STATES
"ACI Learning Centers - Colorado Springs, CO",(719) 579-6440,https://www.acilearningcenters.com/,Brad.champlin@concepts.com,1025 W Garden of the Gods Rd Suite D,Colorado Springs,CO,80907,ALL_STATES
Action Behavior Centers - ABA Therapy for Autism,(720) 259-5500,https://www.actionbehavior.com/locations/aba-therapy-broomfield-co/?utm_source=google&utm_medium=organic&utm_campaign=gmb,info@actionbehavior.com,320 E 1st Ave #101,Broomfield,CO,80020,ALL_STATES
Action Behavior Centers - ABA Therapy for Autism,(720) 259-5479,https://www.actionbehavior.com/locations/aba-therapy-centennial-co/?utm_source=google&utm_medium=organic&utm_campaign=gmb,info@actionbehavior.com,6065 S Quebec St Suite 100,Centennial,CO,80111,ALL_STATES
Action Behavior Centers - ABA Therapy for Autism,(720) 259-5503,https://www.actionbehavior.com/locations/aba-therapy-highlands-ranch-co/?utm_source=google&utm_medium=organic&utm_campaign=gmb,info@actionbehavior.com,8955 S Ridgeline Blvd Suite 1000,Highlands Ranch,CO,80129,ALL_STATES
Action Behavior Centers - ABA Therapy for Autism,(720) 259-5505,https://www.actionbehavior.com/locations/aba-therapy-lone-tree-co/?utm_source=google&utm_medium=organic&utm_campaign=gmb,info@actionbehavior.com,8230 Park Meadows Dr,Lone Tree,CO,80124,ALL_STATES
Action Behavior Centers - ABA Therapy for Autism,(970) 305-9200,https://www.actionbehavior.com/locations/aba-therapy-fort-collins-co/?utm_source=google&utm_medium=organic&utm_campaign=gmb,info@actionbehavior.com,1612 Specht Point Rd Suite 105,Fort Collins,CO,80525,ALL_STATES
Alexis Powers,(720) 962-4555,https://handprintstherapies.com/,info@handprintstherapies.com,2525 S Wadsworth Blvd,Lakewood,CO,80227,ALL_STATES
Alpine Autism Center,(719) 203-6903,http://www.alpineautismcenter.org/,,2760 Fieldstone Rd,Colorado Springs,CO,80919,ALL_STATES
Ascend Behavior Partners,(720) 961-3764,,,9101 E Kenyon Ave,,CO,,ALL_STATES
Ascend Behavior Partners,(720) 961-3764,,,8354 Northfield Blvd,,CO,,ALL_STATES
Aspire Autism LLC,(720) 379-3812,,,14 Garden Center,Broomfield,CO,80020,ALL_STATES
Attain Speech-Language and Behavioral Services,(970) 420-0578,,,1623 S Lemay Ave.,,CO,,ALL_STATES
Attain Speech-Language and Behavioral Services,(970) 420-0578,,,1224 E Elizabeth St,,CO,,ALL_STATES
Autism Behavior Associates Inc.,(719) 645-8140,http://earlyautismproject.com/autismbehaviorassociates,,6025 Erin Park Dr,Colorado Springs,CO,80918,ALL_STATES
Autism Behavioral Inc,(719) 571-9830,,,1235 Lake Plaza Dr 230,Colorado Springs,CO,80906,ALL_STATES
Autism Home Support Services,(720) 500-2524,https://autismhomesupport.com/,contact@AutismHomeSupport.com,8008 E Arapahoe Ct Suite 110,Centennial,CO,80112,ALL_STATES
Behavior Services of the Rockies,(720) 837-2348,http://www.bsotr.com/,mail@bsotr.com,1200 W South Boulder Rd 203,Lafayette,CO,80026,ALL_STATES
Behavioral Connections of Colorado,(720) 491-8171,,,PO Box 1961,,CO,,ALL_STATES
Behavioral Innovations,(720) 642-7019,https://behavioral-innovations.com/locations/arvada/,info@bi-aba.com,14950 West 64th Avenue,Arvada,CO,,ALL_STATES
Behavioral Innovations,(720) 642-7019,https://behavioral-innovations.com/locations/boulder/,info@bi-aba.com,3000 Center Green Drive,Boulder,CO,,ALL_STATES
Behavioral Innovations,(720) 642-7019,https://behavioral-innovations.com/locations/centennial/,info@bi-aba.com,20971 E Smoky Hill Rd,Aurora,CO,,ALL_STATES
Behavioral Innovations,(720) 642-7019,https://behavioral-innovations.com/locations/commerce-city/,info@bi-aba.com,12303 East 104th Place,Commerce City,CO,,ALL_STATES
Behavioral Innovations,(720) 642-7019,"/8151 Southpark Lane, Suite 100",info@bi-aba.com,8151 Southpark Lane,Littleton,CO,,ALL_STATES
Behavioral Innovations,(720) 642-7019,https://behavioral-innovations.com/locations/littleton/,info@bi-aba.com,10789 Bradford Rd Suite 150,Littleton,CO,,ALL_STATES
Behavioral Innovations,(720) 642-7019,https://behavioral-innovations.com/locations/longmont/,info@bi-aba.com,1880 Industrial Circle,Longmont,CO,,ALL_STATES
Behavioral Innovations,(720) 642-7019,https://behavioral-innovations.com/locations/parker/,info@bi-aba.com,19585 Hess Rd,Parker,CO,,ALL_STATES
BehaviorSpan,(720) 206-9644,https://www.behaviorspan.com/,,14707 E 2nd Avenue GL100,Aurora,CO,80011,ALL_STATES
Blue Skies Behavioral Group,(847) 977-5559,,,610 E Main Street,,CO,,ALL_STATES
Blue Skies Behavioral Group,(847) 977-5559,,,5 Club House Road,,CO,,ALL_STATES
"Bright Behavior, Inc.",(719) 325-6311,https://brightbehaviorinc.com/,info@brightbehaviorinc.com,4815 List Dr Suite 107,Colorado Springs,CO,80919,ALL_STATES
BY YOUR SIDE - Autism Therapy Services,(719) 900-5690,https://byyoursideac.com/,info@byyoursideac.com,8415 Explorer Dr Suite 130,Colorado Springs,CO,80920,ALL_STATES
BY YOUR SIDE Autism Therapy Services,(847) 496-5513,,,8415 Explorer Drive,,CO,,ALL_STATES
Colorado ABA Therapy LLC,(303) 997-0305,https://www.facebook.com/coloradoabatherapy/,,8671 Wolff Ct Suite 150,Westminster,CO,80031,ALL_STATES
Colorado Behavior Solutions LLC,(970) 222-1947,http://www.coloradobehaviorsolutions.com/,info@ColoradoBehaviorSolutions.com,Fort Collins,Fort Collins,CO,,ALL_STATES
Colorado’s Network for Developmental Disabilities,(719) 344-8015,https://www.conetdd.com,admin@conetdd.com,590 W HWY 105 Ste 184 Monument,Monument,CO,80132,ALL_STATES
Dan Heron,(720) 962-4555,https://handprintstherapies.com/,info@handprintstherapies.com,2525 S Wadsworth Blvd,Lakewood,CO,80227,ALL_STATES
Eclipse Therapy LLC,(720) 339-1309,http://www.aspireautism.org/,,Evergreen,Evergreen,CO,,ALL_STATES
"Emerge: Professionals in Autism, Behavior & Personal Growth",(303) 322-9000,http://emergeprofessionals.com/,,400 S Colorado Blvd 400,Denver,CO,80246,ALL_STATES
Evidence Based Services,(720) 391-9064,,,1714 SHEA CENTER DR,,CO,,ALL_STATES
Evoke Behavioral Health,(720) 355-1081,,,4400 E. Evans Ave,,CO,,ALL_STATES
Evoke Behavioral Health,(720) 355-1081,,,3120 Irving St.,,CO,,ALL_STATES
Family Support Center of Colorado Springs,(719) 540-2108,http://fscautism.com/,info@fscautism.com,1330 Quail Lake Loop,Colorado Springs,CO,80906,ALL_STATES
Firefly Autism,(303) 759-1192,https://www.fireflyautism.org/,info@fireflyautism.org,2695 S Jersey St,Denver,CO,80222,ALL_STATES
Grand Valley Behavior: Services and Consulting,(970) 424-5152,,,1025 Main Street,,CO,,ALL_STATES
Handprints Therapies,(720) 962-4555,,,2531 S. Wadsworth Boulevard,,CO,,ALL_STATES
Handprints Therapies,(720) 962-4555,,,2525 South Wadsworth Blvd.,,CO,,ALL_STATES
Hopebridge Autism Therapy Center,(720) 735-0649,https://www.hopebridge.com/,bcraig@hopebridge.com,2280 S Albion St,Denver,CO,80222,ALL_STATES
Hopebridge Autism Therapy Center,(720) 571-9567,https://www.hopebridge.com/,bcraig@hopebridge.com,6555 W Colfax Ave,Lakewood,CO,80214,ALL_STATES
Hopebridge Autism Therapy Center,(303) 656-2213,https://www.hopebridge.com/,bcraig@hopebridge.com,18737 E Hampden Ave,Aurora,CO,80013,ALL_STATES
Hopebridge Autism Therapy Center,(719) 309-3913,https://www.hopebridge.com/,bcraig@hopebridge.com,945 N Academy Blvd,Colorado Springs,CO,80909,ALL_STATES
Hopebridge Autism Therapy Center,(720) 571-9562,https://www.hopebridge.com/,bcraig@hopebridge.com,1865 W 121st Ave Suite 150C,Westminster,CO,80234,ALL_STATES
Hopebridge Autism Therapy Center,(970) 698-8980,https://www.hopebridge.com/,bcraig@hopebridge.com,3351 Eastbrook Dr Suite 101,Fort Collins,CO,80525,ALL_STATES
Hopebridge Autism Therapy Center,(970) 736-5970,https://www.hopebridge.com/,bcraig@hopebridge.com,5400 W 11th St Suite C,Greeley,CO,80634,ALL_STATES
InBloom Autism Services,(888) 754-0398,https://www.inbloomautism.com/c,careteam@inbloomautism.com,1079 Space Center Dr,Colorado Springs,CO,80915,ALL_STATES
Insight Behavior Partnership,(720) 507-5226,,,325 Inverness Drive South,,CO,,ALL_STATES
Insight Behavior Partnership,(720) 507-5226,,,12331 E. Cornell Ave,,CO,,ALL_STATES
"Integrity Aba, Llc",(626) 736-3434,http://integrityabacolorado.com/,IntegrityABA.Breanna@gmail.com,Colorado Springs,Colorado Springs,CO,80918,ALL_STATES
Intercare Therapy,(888) 428-3223,http://www.intercaretherapy.com/,info@intercaretherapy.com,3401 Quebec Street,Denver,CO,80207,ALL_STATES
Intercare Therapy,(888) 428-3223,https://www.intercaretherapy.com/,info@intercaretherapy.com,6041 S Syracuse Way Suite #250,Greenwood Village,CO,80111,ALL_STATES
Invo Healthcare,(215) 489-8760,,,5750 DTC Parkway,,CO,,ALL_STATES
Invo Healthcare,(215) 489-8760,,,8008 E. Arapahoe Court,,CO,,ALL_STATES
Invo Healthcare,(215) 489-8760,,,3400 W. 16th Street,,CO,,ALL_STATES
Invo Healthcare,(215) 489-8760,,,12365 Huron Street,,CO,,ALL_STATES
Ivy Behavioral Group,(772) 232-6433,,,1437 N Denver Ave #157,,CO,,ALL_STATES
Jayson Remillard,(720) 219-3798,www.KeyAutismServices.com,jayson.remillard@keyautismservices.com,6855 S. Havana St,Centennial,CO,80112,ALL_STATES
Jessica Textoris,(720) 962-4555,https://handprintstherapies.com/,info@handprintstherapies.com,2525 S Wadsworth Blvd,Lakewood,CO,80227,ALL_STATES
JumpStart Autism Center,(303) 284-7328,http://www.autismcenteraba.com/,info@jumpstartaba.com,369 Inverness Pkwy 375,Englewood,CO,80112,ALL_STATES
Jumpstart Autism Center,(505) 264-2153,,,369 Inverness Parkway,,CO,,ALL_STATES
Keystone Achievements,(719) 301-5100,https://keystoneachievements.com/,achieve@keystoneachieve.com,5526 N Academy Blvd #109,Colorado Springs,CO,80918,ALL_STATES
Kyo,(877) 264-6747,https://kyocare.com/our-services/sign-up/,info@kyocare.com,"""1755 Telstar Drive	Suite 300	Colorado Springs	CO	80920""",Colorado Springs,CO,80920,ALL_STATES
"Linda L. Thede, MA",(719) 473-9200,http://www.heartforlistening.com/,DrThede@aol.com,805 S Cascade Ave,Colorado Springs,CO,80903,ALL_STATES
Milestone Pediatric Therapy Services Inc,(720) 287-4185,https://www.milestonetherapydenver.com/,milestoneoffice@healthpro-heritage.com,6970 S Holly Cir #200,Centennial,CO,80112,ALL_STATES
Northstar Achievements,(719) 439-2525,http://northstaraba.com/,laurie@northstaraba.com,Colorado Springs,Colorado Springs,CO,,ALL_STATES
Over the Rainbow Behavioral Consulting,(970) 765-8428,,,8 N. Uncompahgre Ave.,,CO,,ALL_STATES
Passport Autism,(970) 460-3495,,,912 DRIFTWOOD DR,,CO,,ALL_STATES
Peak Potential Behavioral Services,(940) 368-7105,,,685 Citadel Dr E,,CO,,ALL_STATES
Peak Potential Behavioral Services,(940) 368-7105,,,5350 N Academy Blvd.,,CO,,ALL_STATES
PlayDate Behavioral Interventions,(719) 465-3989,http://myplaydate.org/,info@myplaydate.org,6050 Erin Park Dr,Colorado Springs,CO,80918,ALL_STATES
Positive Outcomes,(970) 219-9089,http://positiveoutcomesllc.com/,dustin@positiveoutcomesllc.com,1935 Dominion Way 101,Colorado Springs,CO,80918,ALL_STATES
Rising Star Behavior Services LLC,(720) 375-4680,https://risingstarbehaviorservices.com/,info@risingstaraba.com,14139 W 89th Loop,Arvada,CO,80005,ALL_STATES
