name,phone,website,email,location,insurance,treatmentSetting,services,languages,agesServicing,state,address,overview,treatment_settings,ages_served,services_provided,clinicians,contact_form,url
"Autism Behavior Services, Inc",855-581-0100,https://www.autismbehaviorservices.com/,info@autismbehaviorservices.com,"14281 7th St, Victorville, CA 92395, United States, Victorville, CA 92395",,,,,,CA,,,,,,,,
Autism Connections,(805) 541-7130,,,"4251 S. Higuera Street, , CA",,,,English,,CA,,,,,,,,
Avery Blackburn,408-885-0805,https://www.tbh.com/,,"1401 Parkmoor Ave, Suite 208, San Jose, CA 95126, San Jose, CA 95126",,,,,,CA,,,,,,,,
Bay ABA,(502) 494-8897,,,"3331 Brittan Ave, Apt. 8, , CA",,Center-based; School-based,,English,,CA,,,,,,,,
Bay ABA,(502) 494-8897,,,"3130 La Selva Street, , CA",,Center-based; School-based,,English,,CA,,,,,,,,
Bay ABA,(502) 494-8897,,,"1625 The Alameda, , CA",,Center-based; School-based,,English,,CA,,,,,,,,
Behavior and Education Inc,833-223-8326,http://baetherapy.com/,contact@baetherapy.com,"1805 W Avenue K Unit MC3, Lancaster, CA 93534, Manhattan Beach, CA 93534",,,,,,CA,,,,,,,,
Behavior and Education Inc,833-223-8326,http://baetherapy.com/,contact@baetherapy.com,"15335 Morrison Street, Suite 117, Sherman Oaks, CA 91403, Sherman Oaks, CA 91403",,,,,,CA,,,,,,,,
Behavior and Education Inc,833-223-8326,http://baetherapy.com/,contact@baetherapy.com,"10805 Holder Street, Suite 225, Cypress, CA 90630, Cypress, CA 90630",,,,,,CA,,,,,,,,
Behavior and Education Inc,833-223-8326,http://baetherapy.com/,contact@baetherapy.com,"1050 Lakes Drive, Ste 225, West Covina, CA 91790, West Covina, CA 91790",,,,,,CA,,,,,,,,
Behavior and Education Inc,833-223-8326,http://baetherapy.com/,contact@baetherapy.com,"1805 W Avenue K Unit MC3, Lancaster, CA 93534, Lancaster, CA 93534",,,,,,CA,,,,,,,,
"Behavior and Education, Inc.",(833) 223-8326,,,"3281 E. Guasti Rd, , CA",Aetna; Cigna; Optum; United Healthcare; Anthem (Blue Cross Blue Shield); Blue Cross and Blue Shield Association; Optum/United; Molina Healthcare; Health Net,Center-based; Home-based; School-based,Adult Services; Community; Behavioral Health; Practicum,English,2-10; 11-21; 22+,CA,,,,,,,,
"Behavior and Education, Inc.",(833) 223-8326,,,"2780 Skypark Drive, , CA",Aetna; Cigna; Optum; United Healthcare; Anthem (Blue Cross Blue Shield); Blue Cross and Blue Shield Association; Optum/United; Molina Healthcare; Health Net,Center-based; Home-based; School-based,Adult Services; Community; Behavioral Health; Practicum,English,2-10; 11-21; 22+,CA,,,,,,,,
"Behavior and Education, Inc.",(833) 223-8326,,,"15335 Morrison Street, , CA",Aetna; Cigna; Optum; United Healthcare; Anthem (Blue Cross Blue Shield); Blue Cross and Blue Shield Association; Optum/United; Molina Healthcare; Health Net,Center-based; Home-based; School-based,Adult Services; Community; Behavioral Health; Practicum,English,2-10; 11-21; 22+,CA,,,,,,,,
"Behavior and Education, Inc.",(833) 223-8326,,,"10805 Holder Street, , CA",Aetna; Cigna; Optum; United Healthcare; Anthem (Blue Cross Blue Shield); Blue Cross and Blue Shield Association; Optum/United; Molina Healthcare; Health Net,Center-based; Home-based; School-based,Adult Services; Community; Behavioral Health; Practicum,English,2-10; 11-21; 22+,CA,,,,,,,,
"Behavior and Education, Inc.",(833) 223-8326,,,"190 Sierra Ct, , CA",Aetna; Cigna; Optum; United Healthcare; Anthem (Blue Cross Blue Shield); Blue Cross and Blue Shield Association; Optum/United; Molina Healthcare; Health Net,Center-based; Home-based; School-based,Adult Services; Community; Behavioral Health; Practicum,English,2-10; 11-21; 22+,CA,,,,,,,,
"Behavior and Education, Inc.",(833) 223-8326,,,"15428 Civic Dr, , CA",Aetna; Cigna; Optum; United Healthcare; Anthem (Blue Cross Blue Shield); Blue Cross and Blue Shield Association; Optum/United; Molina Healthcare; Health Net,Center-based; Home-based; School-based,Adult Services; Community; Behavioral Health; Practicum,English,2-10; 11-21; 22+,CA,,,,,,,,
"Behavior and Education, Inc.",(833) 223-8326,,,"1230 Rosecrans Ave, Ste 250, , CA",Aetna; Cigna; Optum; United Healthcare; Anthem (Blue Cross Blue Shield); Blue Cross and Blue Shield Association; Optum/United; Molina Healthcare; Health Net,Center-based; Home-based; School-based,Adult Services; Community; Behavioral Health; Practicum,English,2-10; 11-21; 22+,CA,,,,,,,,
Behavior Genius,(909) 749-5204,,,"1500 S Haven Ave, , CA",,Center-based; Home-based,Community,English,,CA,,,,,,,,
Behavior Genius,(909) 749-5204,,,"12021 Jacaranda Ave., , CA",,Center-based; Home-based,Community,English,,CA,,,,,,,,
Behavior Genius,(909) 749-5204,,,"8577 Haven Avenue, , CA",,Center-based; Home-based,Community,English,,CA,,,,,,,,
Believing In Change,(760) 659-6574,,,"110 Civic Center Dr, , CA",,Home-based,,,,CA,,,,,,,,
Bertha Taylor,858-695-9444,https://www.fitsot.com/,Admin@FitsTherapy.com,"9565 Waples St Suite 100, San Diego, CA 92121, United States, San Diego, CA 92121",,,,,,CA,,,,,,,,
Best Behavior LLC,(530) 232-0845,,,"1768 West Street, , CA",Anthem (Blue Cross Blue Shield); Health Net,Home-based; School-based,Community,English,2-10; 11-21; 22+,CA,,,,,,,,
Brian Long,650-627-8045,https://www.tbh.com/,,"San Francisco Peninsula, 751 Camino Plaza, Suite A, San Bruno, CA 94066, San Bruno, CA 94066",,,,,,CA,,,,,,,,
California Autism Center & Learning Group,559-492-7900,https://www.calautismcenter.org/,info@calautismcenter.org,"4152 W Swift Ave STE 104, Fresno, CA 93722, United States, Fresno, CA 93722",,,,,,CA,,,,,,,,
California Autism Center & Learning Group,559-492-7900,https://www.calautismcenter.org/,info@calautismcenter.org,"2517 W Shaw Ave Suite 107, Fresno, CA 93711, United States, Fresno, CA 93711",,,,,,CA,,,,,,,,
California Autism Center & Learning Group,559-492-7900,https://www.calautismcenter.org/,info@calautismcenter.org,"4152 W Swift Ave STE 104, Fresno, CA 93722, United States, Fresno, CA 93722",,,,,,CA,,,,,,,,
Catherine Miltenberger,408-885-0805,https://www.tbh.com/,,"1401 Parkmoor Ave, Suite 208, San Jose, CA 95126, San Jose, CA 95126",,,,,,CA,,,,,,,,
Celina Hernandez-Luna,831-424-5565,https://www.tbh.com/,,"Monterey Bay, 4 Rossi Circle, Suite 231, Salinas, CA 93907, Capitola, CA 93907",,,,,,CA,,,,,,,,
Celina Hernandez-Luna,831-424-5565,https://www.tbh.com/,,"Monterey Bay, 4 Rossi Circle, Suite 231, Salinas, CA 93907, Salinas, CA 93907",,,,,,CA,,,,,,,,
Centria Healthcare,(855) 772-8847,,,"E. 151 Kalmus Drive, , CA",,Center-based; Home-based,,English,,CA,,,,,,,,
Chris Missias,707-826-0872,https://www.tbh.com/,,"Humboldt, 901 O Street, Suite C, Arcata, CA 95521, Arcata, CA 95521",,,,,,CA,,,,,,,,
Christina Gillen,925-462-2281,https://www.tbh.com/,,"Dublin , CA 94568, Dublin, CA 94568",,,,,,CA,,,,,,,,
Christina Henderson,408-885-0805,https://www.tbh.com/,,"1401 Parkmoor Ave, Suite 208, San Jose, CA 95126, San Jose, CA 95126",,,,,,CA,,,,,,,,
Christina Sanders,408-885-0805,https://www.tbh.com/,,"1401 Parkmoor Ave, Suite 208, San Jose, CA 95126, San Jose, CA 95126",,,,,,CA,,,,,,,,
Christy Mandon,650-627-8045,https://www.tbh.com/,,"San Francisco Peninsula, 751 Camino Plaza, Suite A, San Bruno, CA 94066, San Bruno, CA 94066",,,,,,CA,,,,,,,,
Comprehensive Autism Center,951-813-4034,https://cac.co/,,"26720 Ynez Ct, Temecula, CA 92590, United States, Temecula, CA 92590",,,,,,CA,,,,,,,,
Cortica Advanced Neurological Therapies for Autism,(858) 304-6440,,,"7090 Miratech Drive, , CA",,Center-based,,English,,CA,,,,,,,,
Cortica Advanced Neurological Therapies for Autism,(858) 304-6440,,,"5870 El Camino Real, , CA",,Center-based,,English,,CA,,,,,,,,
Cortica Advanced Neurological Therapies for Autism,(858) 304-6440,,,"611 N Brand Blvd, , CA",,Center-based,,English,,CA,,,,,,,,
Cortica Advanced Neurological Therapies for Autism,(858) 304-6440,,,"16800 Aston St, , CA",,Center-based,,English,,CA,,,,,,,,
Cortica Advanced Neurological Therapies for Autism,(858) 304-6440,,,"4000 Civic Center Dr, , CA",,Center-based,,English,,CA,,,,,,,,
Cortica Advanced Neurological Therapies for Autism,(858) 304-6440,,,"7525 Metropolitan Dr, , CA",,Center-based,,English,,CA,,,,,,,,
Cortica Advanced Neurological Therapies for Autism,(858) 304-6440,,,"30131 Town Center Dr, , CA",,Center-based,,English,,CA,,,,,,,,
Cortica Advanced Neurological Therapies for Autism,(858) 304-6440,,,"21515 Hawthorne Blvd, , CA",,Center-based,,English,,CA,,,,,,,,
Cortica Advanced Neurological Therapies for Autism,(858) 304-6440,,,"2625 Townsgate Rd, , CA",,Center-based,,English,,CA,,,,,,,,
Courtney Vinton,925-462-2281,https://www.tbh.com/,,"Dublin , CA 94568, Dublin, CA 94568",,,,,,CA,,,,,,,,
Debi Kircher,925-462-2281,https://www.tbh.com/,,"Dublin , CA 94568, Dublin, CA 94568",,,,,,CA,,,,,,,,
Dr Keira Moore,4425005364,https://www.moorebehaviorconsulting.com,keira@moorebehaviorconsulting.com,"1633 Alapat Dr, Escondido, CA 92027, USA, , CA 92027",,,,,,CA,,,,,,,,
Dream Big Children's Center,(626) 472-8722,,,"69930 Highway 111, , CA",,Center-based,,English,,CA,,,,,,,,
Dream Big Children's Center,(626) 472-8722,,,"612 S Myrtle Ave, , CA",,Center-based,,English,,CA,,,,,,,,
Dream Big Children's Center,(626) 472-8722,,,"1520 N Mountain Ave, , CA",,Center-based,,English,,CA,,,,,,,,
Dream Big Children's Center,(626) 472-8722,,,"6876 Magnolia Ave., , CA",,Center-based,,English,,CA,,,,,,,,
Dream Big Children's Center,(626) 472-8722,,,"16095 Tuscola Rd., , CA",,Center-based,,English,,CA,,,,,,,,
East Bay ABA,510-999-4410,http://www.eastbayaba.com/,contact@eastbayaba.com,"2010 Crow Canyon Pl, Suite 100, San Ramon, CA 94583, San Ramon, CA 94583",,,,,,CA,,,,,,,,
Elisa Sosa,408-885-0805,https://www.tbh.com/,,"1401 Parkmoor Ave, Suite 208, San Jose, CA 95126, San Jose, CA 95126",,,,,,CA,,,,,,,,
Enrichment Intervention Family Center,(877) 360-3432,,,"21900 Burbank Blvd, , CA",,,,English,,CA,,,,,,,,
ERA Behavioral Solutions,(818) 206-2442,,,"3463 Foothill Blvd, , CA",Aetna; Cigna; Aetna/CVS Health; Anthem (Blue Cross Blue Shield); Blue Cross and Blue Shield Association; Molina Healthcare; Health Net,Center-based; Home-based; School-based,Community,English,2-10; 11-21,CA,,,,,,,,
Esperanza Behavioral Health,(530) 228-4904,,,"1851 Heritage Lane, , CA",Cigna; Optum; United Healthcare; Anthem (Blue Cross Blue Shield); Centene; Elevance Health; Optum/United; UnitedHealth Group; Molina Healthcare; Health Net,Home-based,,English,2-10; 11-21,CA,,,,,,,,
Explorer Development Center,(858) 322-9311,,,"701 Palomar Airport Road, , CA",,Center-based; Home-based; School-based,Community; Behavioral Health,English,,CA,,,,,,,,
Family First,(530) 487-7265,,,"60 Independence Cir,, , CA",,,,English,,CA,,,,,,,,
Foothill Child Development Services Inc.,(818) 353-3772,,,"7505 Foothill Blvd, , CA",,Center-based; Home-based,,English,,CA,,,,,,,,
"Genesis Behavior Center, Inc.",877-828-8476,,,"1620 Colorado Ave, Turlock, CA 95382, United States, Turlock, CA 95382",,,,,,CA,,,,,,,,
Golden State Autism Centers,916-758-9768,https://www.gsautismcenters.com/,info@gsautismcenters.com,"2035 Hurley Way SUITE 290, Sacramento, CA 95825, United States, Sacramento, CA 95825",,,,,,CA,,,,,,,,
H.O.P.E. Consulting,(916) 863-7949,,,"7949 California Avenue, , CA",Cigna; Kaiser Permanente; Optum; United Healthcare; Anthem (Blue Cross Blue Shield); Optum/United; Health Net,Home-based; School-based,Adult Services; Community; Behavioral Health; Practicum,English,2-10; 11-21; 22+,CA,,,,,,,,
Hidden Treasures ABA Therapy Services,(323) 693-1600,https://htaba.com/,info@hiddentreasuresaba.com,"6310 San Vicente Blvd Los Angeles, CA 90048, Los Angeles, CA 90048",,,,,,CA,,,,,,,,
HOLDING HANDS,562 846 4445,https://holdinghandsinc.com/,,"10834 Whittier Blvd. Ste 101. Whittier, CA 90606, Calabasas, CA 90606",,,,,,CA,,,,,,,,
HOLDING HANDS,818 848 8825,https://holdinghandsinc.com/,,"2101 N. Glenoaks Blvd. Burbank, CA 91504, Burbank, CA 91504",,,,,,CA,,,,,,,,
HOLDING HANDS,323 938 3434,https://holdinghandsinc.com/,,"2115 Beverly Blvd. Los Angeles, CA 90057, Los Angeles, CA 90057",,,,,,CA,,,,,,,,
HOLDING HANDS,562 846 4445,https://holdinghandsinc.com/,,"10834 Whittier Blvd. Ste 101. Whittier, CA 90606, Whittier, CA 90606",,,,,,CA,,,,,,,,
Intercare Therapy,888-428-3223,http://www.intercaretherapy.com/,info@intercaretherapy.com,"2100 West Orangewood Ave.Orange, CA 92868, Orange, CA 92868",,,,,,CA,,,,,,,,
Intercare Therapy,888-428-3223,http://www.intercaretherapy.com/,info@intercaretherapy.com,"601 University Avenue, Suite 175,Sacramento, CA 95825, Sacramento, CA 95825",,,,,,CA,,,,,,,,
Intercare Therapy,888-428-3223,http://www.intercaretherapy.com/,info@intercaretherapy.com,"2934 E Garvey Ave S Suite 202,West Covina, CA 91791, West Covina, CA 91791",,,,,,CA,,,,,,,,
Intercare Therapy,888-428-3223,http://www.intercaretherapy.com/,info@intercaretherapy.com,"24301 Southland Drive, Suite 410,Hayward, CA 94545, Hayward, CA 94545",,,,,,CA,,,,,,,,
Intercare Therapy,888-428-3223,http://www.intercaretherapy.com/,info@intercaretherapy.com,"4221 Wilshire Blvd, Suite 300,Los Angeles, CA 90010, Los Angeles, CA 90010",,,,,,CA,,,,,,,,
Invo Healthcare,(215) 489-8760,,,"4200 Rocklin Road,, , CA",,,,,,CA,,,,,,,,
Invo Healthcare,(215) 489-8760,,,"9245 Activity Road,, , CA",,,,,,CA,,,,,,,,
Invo Healthcare,(215) 489-8760,,,"3978 Sorrento Valley Blvd,, , CA",,,,,,CA,,,,,,,,
Jackson Jade Therapy,888-808-7838,http://www.jacksonjadetherapy.com/,info@jacksonjade.com,"3460 Torrance Blvd, 100 Torrance, Ca 90503, Long Beach, CA",,,,,,CA,,,,,,,,
Jackson Jade Therapy,888-808-7838,http://www.jacksonjadetherapy.com/,info@jacksonjade.com,"3460 Torrance Blvd, 100 Torrance, Ca 90503, Torrance, CA",,,,,,CA,,,,,,,,
Jeanna Milton,707-826-0872,https://www.tbh.com/,,"Humboldt, 901 O Street, Suite C, Arcata, CA 95521, Arcata, CA 95521",,,,,,CA,,,,,,,,
Jenna Aranki,949-756-8799,https://www.tbh.com/,,"Orange County, 4001 Westerly Place, Suite 110, Newport Beach, CA 92660, Newport Beach, CA 92660",,,,,,CA,,,,,,,,
Jennifer Herbert,408-885-0805,https://www.tbh.com/,,"1401 Parkmoor Ave, Suite 208, San Jose, CA 95126, San Jose, CA 95126",,,,,,CA,,,,,,,,
Jenny Jones,408-885-0805,https://www.tbh.com/,,"1401 Parkmoor Ave, Suite 208, San Jose, CA 95126, San Jose, CA 95126",,,,,,CA,,,,,,,,
Jessica Gallagher,925-462-2281,https://www.tbh.com/,,"Dublin , CA 94568, Dublin, CA 94568",,,,,,CA,,,,,,,,
Jose Rios,747 221 9794,https://www.laraizbehavioral.com/,jrios@laraizbsol.com,"Burbank, CA., North Hollywood, CA",,,,,,CA,,,,,,,,
Julie Sanborn,707-826-0872,https://www.tbh.com/,,"Humboldt, 901 O Street, Suite C, Arcata, CA 95521, Arcata, CA 95521",,,,,,CA,,,,,,,,
Kara Schenk,408-885-0805,https://www.tbh.com/,,"1401 Parkmoor Ave, Suite 208, San Jose, CA 95126, San Jose, CA 95126",,,,,,CA,,,,,,,,
Kate Goldsmith,650-627-8045,https://www.tbh.com/,,"San Francisco Peninsula, 751 Camino Plaza, Suite A, San Bruno, CA 94066, San Bruno, CA 94066",,,,,,CA,,,,,,,,
Kimberly Kowalski,707-826-0872,https://www.tbh.com/,,"Humboldt, 901 O Street, Suite C, Arcata, CA 95521, Arcata, CA 95521",,,,,,CA,,,,,,,,
Kristen Kelley,707-826-0872,https://www.tbh.com/,,"Humboldt, 901 O Street, Suite C, Arcata, CA 95521, Arcata, CA 95521",,,,,,CA,,,,,,,,
Kyo,(877) 264-6747,https://kyocare.com/our-services/sign-up/,info@kyocare.com,"""2944 Townsgate Rd	Suite 199	Westlake Village	CA	91362"", Thousand Oaks, CA 91362",,,,,,CA,,,,,,,,
Kyo,(877) 264-6747,https://kyocare.com/our-services/sign-up/,info@kyocare.com,"""4100 W. Alameda Avenue	Suite 300	Burbank	CA	91505"", Burbank, CA 91505",,,,,,CA,,,,,,,,
Kyo,(877) 264-6747,https://kyocare.com/our-services/sign-up/,info@kyocare.com,"""1800 Sutter street	Suite 300	Concord	CA	94520"", Concord, CA 94520",,,,,,CA,,,,,,,,
Kyo,(877) 264-6747,https://kyocare.com/our-services/sign-up/,info@kyocare.com,"""1290 B street 	#120	Hayward	CA	94541"", Hayward, CA 94541",,,,,,CA,,,,,,,,
Kyo,(877) 264-6747,https://kyocare.com/our-services/sign-up/,info@kyocare.com,"""23046 Avenida de la Carlota	Suite 600	Laguna Hills	CA	92653"", Laguna Hills, CA 92653",,,,,,CA,,,,,,,,
Kyo,(877) 264-6747,https://kyocare.com/our-services/sign-up/,info@kyocare.com,"""121 Paul Dr	Suite B	San Rafael	CA	94903"", San Rafael, CA 94903",,,,,,CA,,,,,,,,
Kyo,(877) 264-6747,/,info@kyocare.com,"""11801 Pierce Street	Suite 200	Riverside	CA	92505"", Riverside, CA 92505",,,,,,CA,,,,,,,,
Kyo,(877) 264-6747,https://kyocare.com/our-services/sign-up/,info@kyocare.com,"""915 Highland Pointe Drive	Suite 250	Roseville	CA	95678"", Roseville, CA 95678",,,,,,CA,,,,,,,,
Kyo,(877) 264-6747,https://kyocare.com/our-services/sign-up/,info@kyocare.com,"""495 Seaport Court	Suite 102	Redwood City	CA	94063"", Redwood City, CA 94063",,,,,,CA,,,,,,,,
Kyo,(877) 264-6747,https://kyocare.com/our-services/sign-up/,info@kyocare.com,"""2204 S El Camino Real	Suite 220	Oceanside	CA	92056"", Oceanside, CA 92056",,,,,,CA,,,,,,,,
Kyo,(877) 264-6747,https://kyocare.com/our-services/sign-up/,info@kyocare.com,"""2525 Camino Del Rio South	Suite 335	San Diego	CA	92108"", San Diego, CA 92108",,,,,,CA,,,,,,,,
Kyo,(877) 264-6747,https://kyocare.com/our-services/sign-up/,info@kyocare.com,"""1663 Mission St.	Suite 400	San Francisco	CA	94103"", San Francisco, CA 94103",,,,,,CA,,,,,,,,
Kyo,(877) 264-6747,https://kyocare.com/our-services/sign-up/,info@kyocare.com,"""1451 River Park Drive	Suite 285	Sacramento	CA	95815"", Sacramento, CA 95815",,,,,,CA,,,,,,,,
Kyo,(877) 264-6747,https://kyocare.com/our-services/sign-up/,info@kyocare.com,"""2455 Bennett Valley Rd	Suite B302	Santa Rosa	CA	95404"", Santa Rosa, CA 95404",,,,,,CA,,,,,,,,
Kyo,(877) 264-6747,https://kyocare.com/our-services/sign-up/,info@kyocare.com,"""3415 S Sepulveda Blvd.	Suite 1100	Los Angeles	CA	90034"", Los Angeles, CA 90034",,,,,,CA,,,,,,,,
Kyo,(877) 264-6747,https://kyocare.com/our-services/sign-up/,info@kyocare.com,"""2944 Townsgate Rd	Suite 199	Westlake Village	CA	91362"", Thousand Oaks, CA 91362",,,,,,CA,,,,,,,,
Laura Leon,408-885-0805,https://www.tbh.com/,,"1401 Parkmoor Ave, Suite 208, San Jose, CA 95126, San Jose, CA 95126",,,,,,CA,,,,,,,,
Lauren Cook,707-826-0872,https://www.tbh.com/,,"Humboldt, 901 O Street, Suite C, Arcata, CA 95521, Arcata, CA 95521",,,,,,CA,,,,,,,,
Lauren Payne,925-462-2281,https://www.tbh.com/,,"4849 Lone Tree Way, Suite C, Antioch, CA 94531, Antioch, CA 94531",,,,,,CA,,,,,,,,
Lauren Schaefer,858-695-9444,https://www.fitsot.com/,Admin@FitsTherapy.com,"9565 Waples St Suite 100, San Diego, CA 92121, United States, San Diego, CA 92121",,,,,,CA,,,,,,,,
LeafWing Center,760 862 3700,https://leafwingcenter.org/,info@leafwingcenter.org,"36891 Cook St. Ste. 6 Palm Desert, CA 92211, San Bernardino, CA 92211",,,,,,CA,,,,,,,,
LeafWing Center,714 386 1200,https://leafwingcenter.org/,info@leafwingcenter.org,"2127 W. Orangewood Ave., Suite B Orange, CA 92868, Orange, CA 92868",,,,,,CA,,,,,,,,
LeafWing Center,818 960 6030,https://leafwingcenter.org/,info@leafwingcenter.org,"13440 Ventura Blvd Ste 200 Sherman Oaks, CA 91423-6158, Sherman Oaks, CA 91423",,,,,,CA,,,,,,,,
LeafWing Center,925 849 0077,https://leafwingcenter.org/,info@leafwingcenter.org,"1485 Civic Court, Suite 1330 Concord, CA 94520, Concord, CA 94520",,,,,,CA,,,,,,,,
LeafWing Center,855 742 8847,https://leafwingcenter.org/,info@leafwingcenter.org,"23862 Hawthorne Blvd, Suite, 100 Torrance, CA 90505, Torrance, CA 90505",,,,,,CA,,,,,,,,
LeafWing Center,760 862 3700,https://leafwingcenter.org/,info@leafwingcenter.org,"36891 Cook St. Ste. 6 Palm Desert, CA 92211, Palm Desert, CA 92211",,,,,,CA,,,,,,,,
Learning Beyond the Spectrum,(805) 451-2257,,,"7127 Hollister Ave, , CA",,Center-based; School-based,,English,,CA,,,,,,,,
Marcus Hines,925-462-2281,https://www.tbh.com/,,"4849 Lone Tree Way, Suite C, Antioch, CA 94531, Antioch, CA 94531",,,,,,CA,,,,,,,,
Mary Bonow,707-826-0872,https://www.tbh.com/,,"Humboldt, 901 O Street, Suite C, Arcata, CA 95521, Arcata, CA 95521",,,,,,CA,,,,,,,,
Mary Howell,408-885-0805,https://www.tbh.com/,,"1401 Parkmoor Ave, Suite 208, San Jose, CA 95126, San Jose, CA 95126",,,,,,CA,,,,,,,,
May Institute,(781) 437-1211,,,"1026 Capitola Road, , CA",,,,English,,CA,,,,,,,,
"McGrew Behavioral Health Services, Inc.",(707) 561-0134,,,"120 Theresa Avenue, , CA",,Home-based; School-based,Community,,,CA,,,,,,,,
MeBe,(619) 606-5858,,,"13980 Blossom Hill Rd., , CA",,,,English,,CA,,,,,,,,
MeBe,(619) 606-5858,,,"2423 Hoover Avenue, , CA",,,,English,,CA,,,,,,,,
MeBe,(619) 606-5858,,,"2888 Loker Ave. East, , CA",,,,English,,CA,,,,,,,,
MeBe,(619) 606-5858,,,"3878 Ruffin Rd, , CA",,,,English,,CA,,,,,,,,
MeBe,(619) 606-5858,,,"15300 Ventura Blvd, , CA",,,,English,,CA,,,,,,,,
Melanie Kilcorse,925-462-2281,https://www.tbh.com/,,"4849 Lone Tree Way, Suite C, Antioch, CA 94531, Antioch, CA 94531",,,,,,CA,,,,,,,,
