name,place_id,url,website,email,phone,overview,full_address,street,city,state,zipcode,latitude,longitude,status,services,treatment_setting,ages_served,languages,insurance,rating,reviews,type,error_message
Always Keep Progressing - Miami Shores,"11601 Biscayne Blvd Suite 312, Miami, FL 33181",(786) 206-4151,https://www.alwayskeepprogressing.com/,,786) 206-4151,Speech pathologist,"11601 Biscayne Blvd Suite 312, Miami, FL 33181",11601 Biscayne Blvd Suite 312,Miami,FL,11601,25.882669,-80.165667,🆕 Newly geocoded,,,,,,Always Keep Progressing - Miami Shores,Speech pathologist,,
Therapy Alliance Inc.,"5979 NW 151st St STE 208, Hialeah, FL 33014",(305) 362-3300,http://www.therapy-alliance.com/,,305) 362-3300,Pediatric clinic,"5979 NW 151st St STE 208, Hialeah, FL 33014",5979 NW 151st St STE 208,Hialeah,FL,33014,25.910758,-80.297669,🆕 Newly geocoded,,,,,,Therapy Alliance Inc.,Pediatric clinic,,
"Speech Pathology of Coral Gables, Inc.","603 SW 57th Ave, Miami, FL 33144",(305) 774-1788,https://www.spcginc.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=17471866507398493460,,305) 774-1788,Mental health service,"603 SW 57th Ave, Miami, FL 33144",603 SW 57th Ave,Miami,FL,33144,25.764976,-80.287796,🆕 Newly geocoded,,,,,,"Speech Pathology of Coral Gables, Inc.",Mental health service,,
Talking with Taylor LLC,"1000 Brickell Ave STE 1100, Miami, FL 33131",(201) 923-5507,https://www.gettalkingwithtaylor.com/,,201) 923-5507,Speech pathologist,"1000 Brickell Ave STE 1100, Miami, FL 33131",1000 Brickell Ave STE 1100,Miami,FL,33131,25.763962,-80.191709,🆕 Newly geocoded,,,,,,Talking with Taylor LLC,Speech pathologist,,
Speech Pathology & Educational Center,"8590 SW 40th St, Miami, FL 33155",(305) 266-5353,http://www.specmiami.com/,,305) 266-5353,Medical clinic,"8590 SW 40th St, Miami, FL 33155",8590 SW 40th St,Miami,FL,33155,25.73193,-80.33464,🆕 Newly geocoded,,,,,,Speech Pathology & Educational Center,Medical clinic,,
Integrated Children's Therapy,"2103 Coral Wy #720, Miami, FL 33145",(305) 443-2022,http://www.integratedchildrens.com/,,305) 443-2022,Medical clinic,"2103 Coral Wy #720, Miami, FL 33145",2103 Coral Wy #720,Miami,FL,33145,25.750892,-80.228511,🆕 Newly geocoded,,,,,,Integrated Children's Therapy,Medical clinic,,
Star Therapy Services Inc.,"10000 SW 56th St #10, Miami, FL 33165",(786) 542-5774,http://www.startherapyservices.net/,,786) 542-5774,Speech pathologist,"10000 SW 56th St #10, Miami, FL 33165",10000 SW 56th St #10,Miami,FL,10000,25.715111,-80.357364,🆕 Newly geocoded,,,,,,Star Therapy Services Inc.,Speech pathologist,,
Children's Center for Therapy and Learning,"2124 NE 123rd St #210, North Miami, FL 33181",(305) 895-0444,http://www.therapyandlearning.com/,,305) 895-0444,Speech pathologist,"2124 NE 123rd St #210, North Miami, FL 33181",2124 NE 123rd St #210,North Miami,NE,33181,25.889138,-80.156274,🆕 Newly geocoded,,,,,,Children's Center for Therapy and Learning,Speech pathologist,,
Oak Therapy LLC,"4675 Ponce de Leon Suite 200, Coral Gables, FL 33146",(305) 898-3967,https://oak-therapy.com/,,305) 898-3967,Speech pathologist,"4675 Ponce de Leon Suite 200, Coral Gables, FL 33146",4675 Ponce de Leon Suite 200,Coral Gables,FL,33146,25.725976,-80.264043,🆕 Newly geocoded,,,,,,Oak Therapy LLC,Speech pathologist,,
"Wellcare Therapy Group, Inc.","7000 W 12th Ave #20, Hialeah, FL 33014",(786) 534-5435,https://wellcaretherapy.com/,,786) 534-5435,Speech pathologist,"7000 W 12th Ave #20, Hialeah, FL 33014",7000 W 12th Ave #20,Hialeah,FL,33014,25.887173,-80.308146,🆕 Newly geocoded,,,,,,"Wellcare Therapy Group, Inc.",Speech pathologist,,
"Bee Heard Speech & Language Therapy, LLC","3301 NW 2nd Ave suite 201, Boca Raton, FL 33431",(561) 716-4358,https://beeheardspeechandlanguage.com/,,561) 716-4358,Speech pathologist,"3301 NW 2nd Ave suite 201, Boca Raton, FL 33431",3301 NW 2nd Ave suite 201,Boca Raton,FL,33431,26.38018,-80.086152,🆕 Newly geocoded,,,,,,"Bee Heard Speech & Language Therapy, LLC",Speech pathologist,,
Speech Language & More,"10286 NW 47th St, Sunrise, FL 33351",(954) 665-6717,http://www.slmspeech.com/,,954) 665-6717,Speech pathologist,"10286 NW 47th St, Sunrise, FL 33351",10286 NW 47th St,Sunrise,FL,10286,26.183378,-80.287327,🆕 Newly geocoded,,,,,,Speech Language & More,Speech pathologist,,
Breakthrough Pediatric Speech-Language & Occupational Therapy Services - ASD Clinic Davie,"12545 Orange Dr #502, 503, Davie, FL 33330",(954) 474-8048,https://www.breakthroughtherapyservices.com/,,954) 474-8048,Speech pathologist,"12545 Orange Dr #502, 503, Davie, FL 33330",12545 Orange Dr #502,Davie,FL,12545,26.066428,-80.317188,🆕 Newly geocoded,,,,,,Breakthrough Pediatric Speech-Language & Occupational Therapy Services - ASD Clinic Davie,Speech pathologist,,
Project Speech,"8198 Jog Rd #201, Boynton Beach, FL 33472",(561) 631-7723,https://www.projectspeechtherapy.com/,,561) 631-7723,Speech pathologist,"8198 Jog Rd #201, Boynton Beach, FL 33472",8198 Jog Rd #201,Boynton Beach,FL,33472,26.55408,-80.147439,🆕 Newly geocoded,,,,,,Project Speech,Speech pathologist,,
"Global Speech and Rehab Services, LLC","909 N Miami Beach Blvd STE 503, North Miami Beach, FL 33162",(786) 623-4053,http://www.globalspeechandrehab.com/,,786) 623-4053,Speech pathologist,"909 N Miami Beach Blvd STE 503, North Miami Beach, FL 33162",909 N Miami Beach Blvd STE 503,North Miami Beach,FL,33162,25.928337,-80.181342,🆕 Newly geocoded,,,,,,"Global Speech and Rehab Services, LLC",Speech pathologist,,
speechpathconnections,"4300 N University Dr SUITE F101, Lauderhill, FL 33351",(754) 755-7220,https://speechpathconnections.com/,,754) 755-7220,Speech pathologist,"4300 N University Dr SUITE F101, Lauderhill, FL 33351",4300 N University Dr SUITE F101,Lauderhill,FL,33351,26.178596,-80.250634,🆕 Newly geocoded,,,,,,speechpathconnections,Speech pathologist,,
My Therapy Center,"2828 Coral Wy Suite 110-A, Miami, FL 33145",(305) 856-1999,http://www.mytherapycentermiami.com/,,305) 856-1999,Speech pathologist,"2828 Coral Wy Suite 110-A, Miami, FL 33145",2828 Coral Wy Suite 110-A,Miami,FL,33145,25.749892,-80.240109,🆕 Newly geocoded,,,,,,My Therapy Center,Speech pathologist,,
Destination Education,"1001 Deese St, Beebe, AR 72012",(501) 239-3353,http://destinationeducationpa.com/,,501) 239-3353,Speech pathologist,"1001 Deese St, Beebe, AR 72012",1001 Deese St,Beebe,AR,72012,35.071354,-91.905974,🆕 Newly geocoded,,,,,,Destination Education,Speech pathologist,,
"CLEARLY SPEAKING, LLC","1208 W Pleasure Ave, Searcy, AR 72143",(501) 368-0447,https://clearlyspeakingllc.com/,,501) 368-0447,Speech pathologist,"1208 W Pleasure Ave, Searcy, AR 72143",1208 W Pleasure Ave,Searcy,AR,72143,35.248106,-91.750103,🆕 Newly geocoded,,,,,,"CLEARLY SPEAKING, LLC",Speech pathologist,,
"CME Inc. Pediatric Therapy - Speech, Occupational, and Physical Therapy in Jonesboro","151 Southwest Dr, Jonesboro, AR 72401",(870) 932-0090,http://cme-inc.org/,,870) 932-0090,Speech pathologist,"151 Southwest Dr, Jonesboro, AR 72401",151 Southwest Dr,Jonesboro,AR,72401,35.819523,-90.706285,🆕 Newly geocoded,,,,,,"CME Inc. Pediatric Therapy - Speech, Occupational, and Physical Therapy in Jonesboro",Speech pathologist,,
Arkansas State University Speech Center,"2501 Danner Ave, Jonesboro, AR 72401",(870) 972-3106,http://www.astate.edu/,,870) 972-3106,Speech pathologist,"2501 Danner Ave, Jonesboro, AR 72401",2501 Danner Ave,Jonesboro,AR,72401,35.844888,-90.675892,🆕 Newly geocoded,,,,,,Arkansas State University Speech Center,Speech pathologist,,
Creative Therapy,"1218 Stone St #140, Jonesboro, AR 72401",(870) 336-0220,https://www.creativetherapy870.com/,,870) 336-0220,Speech pathologist,"1218 Stone St #140, Jonesboro, AR 72401",1218 Stone St #140,Jonesboro,AR,72401,35.83061,-90.6754,🆕 Newly geocoded,,,,,,Creative Therapy,Speech pathologist,,
Pediatric Therapy Associates,"2302 Llama Dr, Searcy, AR 72143",(501) 268-5001,https://www.pediatrictherapysearcy.net/,,501) 268-5001,Physical therapy clinic,"2302 Llama Dr, Searcy, AR 72143",2302 Llama Dr,Searcy,AR,72143,35.252346,-91.70918,🆕 Newly geocoded,,,,,,Pediatric Therapy Associates,Physical therapy clinic,,
"Little Voices, PLLC","1028 N Missouri St # 5, West Memphis, AR 72301",(870) 733-5963,http://www.littlevoicespllc.com/,,870) 733-5963,Speech pathologist,"1028 N Missouri St # 5, West Memphis, AR 72301",1028 N Missouri St # 5,West Memphis,AR,72301,35.158055,-90.185307,🆕 Newly geocoded,,,,,,"Little Voices, PLLC",Speech pathologist,,
"CME Inc. Pediatric Therapy - Speech, Occupational, and Physical Therapy in Paragould","517 N 14th St #7, Paragould, AR 72450",(870) 932-0090,http://cme-inc.org/,,870) 932-0090,Speech pathologist,"517 N 14th St #7, Paragould, AR 72450",517 N 14th St #7,Paragould,AR,72450,36.061223,-90.502853,🆕 Newly geocoded,,,,,,"CME Inc. Pediatric Therapy - Speech, Occupational, and Physical Therapy in Paragould",Speech pathologist,,
Hands on Learning,"1825 E Nettleton Ave Ste. D, Jonesboro, AR 72401",(870) 520-8761,http://www.handsonlearningllc.com/,,870) 520-8761,Speech pathologist,"1825 E Nettleton Ave Ste. D, Jonesboro, AR 72401",1825 E Nettleton Ave Ste. D,Jonesboro,AR,72401,35.828197,-90.68418,🆕 Newly geocoded,,,,,,Hands on Learning,Speech pathologist,,
"Clearly Speaking, LLC","701 N Main St, Beebe, AR 72012",(501) 882-1050,https://clearlyspeakingllc.com/about-clearly-speaking/,,501) 882-1050,Speech pathologist,"701 N Main St, Beebe, AR 72012",701 N Main St,Beebe,AR,72012,35.075714,-91.882028,🆕 Newly geocoded,,,,,,"Clearly Speaking, LLC",Speech pathologist,,
Cynergy Rehab Group,"2911 Longview Dr, Jonesboro, AR 72401",(870) 336-0238,http://www.crgtherapy.com/,,870) 336-0238,Speech pathologist,"2911 Longview Dr, Jonesboro, AR 72401",2911 Longview Dr,Jonesboro,AR,72401,35.809603,-90.690584,🆕 Newly geocoded,,,,,,Cynergy Rehab Group,Speech pathologist,,
Cynergy Kids,"3100 Apache Dr B, Jonesboro, AR 72401",(870) 333-5198,https://crgtherapy.com/outpatient-therapy,,870) 333-5198,Speech pathologist,"3100 Apache Dr B, Jonesboro, AR 72401",3100 Apache Dr B,Jonesboro,AR,72401,35.809837,-90.667252,🆕 Newly geocoded,,,,,,Cynergy Kids,Speech pathologist,,
Integrated Therapy Services,"42 Helter Rd, Pocahontas, AR 72455",(870) 248-1448,,,870) 248-1448,Speech pathologist,"42 Helter Rd, Pocahontas, AR 72455",42 Helter Rd,Pocahontas,AR,72455,36.286706,-90.996276,🆕 Newly geocoded,,,,,,Integrated Therapy Services,Speech pathologist,,
Creative Therapy,"1012 S Falls Blvd Suite C, Wynne, AR 72396",(870) 336-0220,http://www.creativetherapy870.com/,,870) 336-0220,Speech pathologist,"1012 S Falls Blvd Suite C, Wynne, AR 72396",1012 S Falls Blvd Suite C,Wynne,AR,72396,35.214581,-90.787156,🆕 Newly geocoded,,,,,,Creative Therapy,Speech pathologist,,
"Kidspiration Pediatric Therapy Services, Too","889 E Main St, Melbourne, AR 72556",(870) 368-4586,http://www.kidsmh.com/,,870) 368-4586,Speech pathologist,"889 E Main St, Melbourne, AR 72556",889 E Main St,Melbourne,AR,72556,36.059071,-91.891164,🆕 Newly geocoded,,,,,,"Kidspiration Pediatric Therapy Services, Too",Speech pathologist,,
Hands on Learning,"146 Linwood Dr, Paragould, AR 72450",(870) 520-8761,http://www.handsonlearningllc.com/,,870) 520-8761,Speech pathologist,"146 Linwood Dr, Paragould, AR 72450",146 Linwood Dr,Paragould,AR,72450,36.055439,-90.505521,🆕 Newly geocoded,,,,,,Hands on Learning,Speech pathologist,,
Speaking Life Healthcare,"6000 Poplar Ave Suite 250, Memphis, TN 38119",(901) 221-4010,http://www.speakinglifehealthcare.com/,,901) 221-4010,Speech pathologist,"6000 Poplar Ave Suite 250, Memphis, TN 38119",6000 Poplar Ave Suite 250,Memphis,TN,38119,35.102955,-89.861331,🆕 Newly geocoded,,,,,,Speaking Life Healthcare,Speech pathologist,,
"Happy Day Therapy, LLC","224 North St, Cave City, AR 72521",(870) 292-3214,http://www.happydaytherapy.com/,,870) 292-3214,Speech pathologist,"224 North St, Cave City, AR 72521",224 North St,Cave City,AR,72521,35.945834,-91.546489,🆕 Newly geocoded,,,,,,"Happy Day Therapy, LLC",Speech pathologist,,
Hands on Learning,"75 Hwy 62/412 Ste L, Ash Flat, AR 72513",(870) 243-6292,http://www.handsonlearningllc.com/,,870) 243-6292,Speech pathologist,"75 Hwy 62/412 Ste L, Ash Flat, AR 72513",75 Hwy 62/412 Ste L,Ash Flat,AR,72513,36.249001,-91.617012,🆕 Newly geocoded,,,,,,Hands on Learning,Speech pathologist,,
Sensational Kids,"1699 Red Wolf Blvd H, Jonesboro, AR 72401",(870) 336-0021,https://www.sensationalkidsokc.com/,,870) 336-0021,Speech pathologist,"1699 Red Wolf Blvd H, Jonesboro, AR 72401",1699 Red Wolf Blvd H,Jonesboro,AR,72401,35.824395,-90.669496,🆕 Newly geocoded,,,,,,Sensational Kids,Speech pathologist,,
Speech Within Reach,Speech Within Reach,(800) 689-8211,https://speechwithinreachtherapy.com/,,800) 689-8211,Speech pathologist,,,,,,,,❌ Error - no data,,,,,,Speech Within Reach,Speech pathologist,,No address or coordinates found
Edmond Speech Therapy,"209 Lilac Dr Suite 130, Edmond, OK 73034",(405) 295-5753,http://edmondspeechtherapy.com/,,405) 295-5753,Speech pathologist,"209 Lilac Dr Suite 130, Edmond, OK 73034",209 Lilac Dr Suite 130,Edmond,OK,73034,35.652302,-97.4381,🆕 Newly geocoded,,,,,,Edmond Speech Therapy,Speech pathologist,,
Texas Speech and Feeding,"4645 Wyndham Ln Suite #260B, Frisco, TX 75033",(469) 945-7350,http://txspeechandfeeding.com/,,469) 945-7350,Speech pathologist,"4645 Wyndham Ln Suite #260B, Frisco, TX 75033",4645 Wyndham Ln Suite #260B,Frisco,TX,75033,33.161817,-96.847499,🆕 Newly geocoded,,,,,,Texas Speech and Feeding,Speech pathologist,,
"Southern Star Pediatric Speech Therapy, PLLC","312 E Renfro St #107, Burleson, TX 76028",(817) 239-2284,https://www.southernstarspeech.com/,,817) 239-2284,Speech pathologist,"312 E Renfro St #107, Burleson, TX 76028",312 E Renfro St #107,Burleson,TX,76028,32.542806,-97.315543,🆕 Newly geocoded,,,,,,"Southern Star Pediatric Speech Therapy, PLLC",Speech pathologist,,
Speech Pathway,"8007 NW 122nd St, Oklahoma City, OK 73142",(405) 603-6622,http://www.speechpathway.net/,,405) 603-6622,Speech pathologist,"8007 NW 122nd St, Oklahoma City, OK 73142",8007 NW 122nd St,Oklahoma City,OK,73142,35.594755,-97.657168,🆕 Newly geocoded,,,,,,Speech Pathway,Speech pathologist,,
Baker Speech Clinic,"8801 S Olie Ave STE 5, Oklahoma City, OK 73139",(405) 601-7192,http://www.bakerspeechclinic.com/,,405) 601-7192,Speech pathologist,"8801 S Olie Ave STE 5, Oklahoma City, OK 73139",8801 S Olie Ave STE 5,Oklahoma City,OK,73139,35.378003,-97.527232,🆕 Newly geocoded,,,,,,Baker Speech Clinic,Speech pathologist,,
OKC Speech LLC - Midwest City Office,"101 N Post Rd A, Midwest City, OK 73130",(405) 397-3550,http://www.okcspeech.com/,,405) 397-3550,Speech pathologist,"101 N Post Rd A, Midwest City, OK 73130",101 N Post Rd A,Midwest City,OK,73130,35.46443,-97.353562,🆕 Newly geocoded,,,,,,OKC Speech LLC - Midwest City Office,Speech pathologist,,
Holland Pediatric Therapy,"705 26th Ave NW, Norman, OK 73069",(405) 308-9120,http://www.hollandpediatric.com/,,405) 308-9120,Speech pathologist,"705 26th Ave NW, Norman, OK 73069",705 26th Ave NW,Norman,OK,73069,35.22688,-97.48237,🆕 Newly geocoded,,,,,,Holland Pediatric Therapy,Speech pathologist,,
"Pediatric Communication Solutions, Inc.","4331 Adams Rd Suite 111, Norman, OK 73069",(405) 438-0090,https://pcs-ok.com/,,405) 438-0090,Speech pathologist,"4331 Adams Rd Suite 111, Norman, OK 73069",4331 Adams Rd Suite 111,Norman,OK,73069,35.272998,-97.481294,🆕 Newly geocoded,,,,,,"Pediatric Communication Solutions, Inc.",Speech pathologist,,
Speech Breakthroughs,"1402 S Custer Rd Suite 903, McKinney, TX 75072",(945) 241-3381,http://www.speechbreakthroughs.com/,,945) 241-3381,Speech pathologist,"1402 S Custer Rd Suite 903, McKinney, TX 75072",1402 S Custer Rd Suite 903,McKinney,TX,75072,33.191262,-96.733636,🆕 Newly geocoded,,,,,,Speech Breakthroughs,Speech pathologist,,
Therapy InSync LLC,"701 N Main St ste b, Newcastle, OK 73065",(405) 432-3193,https://www.therapyinsync.com/,,405) 432-3193,Speech pathologist,"701 N Main St ste b, Newcastle, OK 73065",701 N Main St ste b,Newcastle,OK,73065,35.25428,-97.60069,🆕 Newly geocoded,,,,,,Therapy InSync LLC,Speech pathologist,,
OKC Speech LLC - OKC Office,"9401 N Kelley Ave Suite B, Oklahoma City, OK 73131",(405) 397-3550,http://www.okcspeech.com/,,405) 397-3550,Speech pathologist,"9401 N Kelley Ave Suite B, Oklahoma City, OK 73131",9401 N Kelley Ave Suite B,Oklahoma City,OK,73131,35.567041,-97.497025,🆕 Newly geocoded,,,,,,OKC Speech LLC - OKC Office,Speech pathologist,,
SSM Health Therapy Services,"6201 N Santa Fe Ave #1000, Oklahoma City, OK 73118",(405) 272-5450,https://www.ssmhealth.com/locations/location-details/speech-pathology-oklahoma-city?utm_id=sys-listings-1&linksource=sys_listing_links-gmb_listing&y_source=1_MjMyNTc0NjYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,405) 272-5450,Speech pathologist,"6201 N Santa Fe Ave #1000, Oklahoma City, OK 73118",6201 N Santa Fe Ave #1000,Oklahoma City,OK,73118,35.535229,-97.512992,🆕 Newly geocoded,,,,,,SSM Health Therapy Services,Speech pathologist,,
"Neuro Speech Solutions, PLLC","1701Signal, Ridge Dr #140, Edmond, OK 73013",(405) 674-6304,http://neurospeechsolutions.org/,,405) 674-6304,Speech pathologist,"1701Signal, Ridge Dr #140, Edmond, OK 73013",1701Signal,Edmond,OK,73013,35.636475,-97.494216,🆕 Newly geocoded,,,,,,"Neuro Speech Solutions, PLLC",Speech pathologist,,
"Advanced Therapy Solutions, LLC","120 N Perkins Rd ste f, Stillwater, OK 74075",(405) 564-2701,http://www.ats-stillwater.com/,,405) 564-2701,Speech pathologist,"120 N Perkins Rd ste f, Stillwater, OK 74075",120 N Perkins Rd ste f,Stillwater,OK,74075,36.124532,-97.051998,🆕 Newly geocoded,,,,,,"Advanced Therapy Solutions, LLC",Speech pathologist,,
Speech Heart Services,"14001 McAuley Blvd STE 150, Oklahoma City, OK 73134",(405) 464-9595,,,405) 464-9595,Speech pathologist,"14001 McAuley Blvd STE 150, Oklahoma City, OK 73134",14001 McAuley Blvd STE 150,Oklahoma City,OK,14001,35.612538,-97.598638,🆕 Newly geocoded,,,,,,Speech Heart Services,Speech pathologist,,
Cornerstone Speech Therapy,"1506 N Greenville Ave #230, Allen, TX 75002",(214) 785-4608,http://www.cornerstonespeechtherapy.org/,,214) 785-4608,Medical clinic,"1506 N Greenville Ave #230, Allen, TX 75002",1506 N Greenville Ave #230,Allen,TX,75002,33.120756,-96.649105,🆕 Newly geocoded,,,,,,Cornerstone Speech Therapy,Medical clinic,,
Aubrey Pediatric Speech Therapy,"S, 4800 US-377 Building400, Aubrey, TX 76227",(940) 488-5110,http://www.aubreypediatricspeechtherapy.com/,,940) 488-5110,Medical clinic,"S, 4800 US-377 Building400, Aubrey, TX 76227",S,Aubrey,TX,76227,33.269585,-96.986339,🆕 Newly geocoded,,,,,,Aubrey Pediatric Speech Therapy,Medical clinic,,
OKC Speech - Edmond Office,"307 E Danforth Rd #130, Edmond, OK 73034",(405) 397-3550,http://www.okcspeech.com/,,405) 397-3550,Speech pathologist,"307 E Danforth Rd #130, Edmond, OK 73034",307 E Danforth Rd #130,Edmond,OK,73034,35.668057,-97.476867,🆕 Newly geocoded,,,,,,OKC Speech - Edmond Office,Speech pathologist,,
Kristen Ausburn - Speech & Feeding Therapy Sherman,"1005 Western Hills Dr, Sherman, TX 75092",(469) 867-4833,https://kristenausburn.wixsite.com/speechsummercamp,,469) 867-4833,Speech pathologist,"1005 Western Hills Dr, Sherman, TX 75092",1005 Western Hills Dr,Sherman,TX,75092,33.643596,-96.629867,🆕 Newly geocoded,,,,,,Kristen Ausburn - Speech & Feeding Therapy Sherman,Speech pathologist,,
Orange County Speech Services,"7812 Edinger Ave STE 400, Huntington Beach, CA 92647",(714) 916-0641,https://ocspeechservices.com/,,714) 916-0641,Medical clinic,"7812 Edinger Ave STE 400, Huntington Beach, CA 92647",7812 Edinger Ave STE 400,Huntington Beach,CA,92647,33.72907,-117.992518,🆕 Newly geocoded,,,,,,Orange County Speech Services,Medical clinic,,
